Latitude,Longitude,Crash Death Count,Crash Month,Crash Possible Injury Count,Crash Severity,Crash Suspected Serious Injury Count,Crash Time,Crash Total Injury Count,Crash Year,Day of Week,Manner of Collision,Street Name,Street Number,Surface Condition,Surface Type,Surface Width,Weather Condition,Person Age,Person Death Count,Person Ethnicity,Person Total Injury Count,Person Type,Physical Location of An Occupant,Crash ID,Crash Date
29.6000849,-95.34095588,1,11,0,K - FATAL INJURY,0,1758,0,2019,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S SAM HOUSTON TLWY E,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,70,1,B - BLACK,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17389983,11/6/2019
29.73771017,-95.49267528,0,11,0,B - SUSPECTED MINOR INJURY,0,2225,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM1093,6194,1 - DRY,No Data,90,1 - CLEAR,45,0,A - ASIAN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17390482,11/6/2019
29.73771017,-95.49267528,0,11,0,B - SUSPECTED MINOR INJURY,0,2225,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM1093,6194,1 - DRY,No Data,90,1 - CLEAR,1,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17390482,11/6/2019
29.82189628,-95.34248067,0,11,1,C - POSSIBLE INJURY,0,1918,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,BENNINGTON ST,2806,1 - DRY,No Data,No Data,1 - CLEAR,39,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17393258,11/6/2019
29.82189628,-95.34248067,0,11,1,C - POSSIBLE INJURY,0,1918,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,BENNINGTON ST,2806,1 - DRY,No Data,No Data,1 - CLEAR,63,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17393258,11/6/2019
29.63694483,-95.23839312,0,11,1,C - POSSIBLE INJURY,0,1510,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BESSEMER ST,9900,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17398791,11/6/2019
29.63694483,-95.23839312,0,11,1,C - POSSIBLE INJURY,0,1510,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BESSEMER ST,9900,1 - DRY,No Data,No Data,1 - CLEAR,19,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17398791,11/6/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,1117,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - BACKING,JENSEN DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,37,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17450979,11/6/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,1117,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - BACKING,JENSEN DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,35,0,B - BLACK,1,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,17450979,11/6/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,1117,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - BACKING,JENSEN DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,25,0,H - HISPANIC,0,2 - PASSENGER/OCCUPANT,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17450979,11/6/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,1117,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - BACKING,JENSEN DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,30,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,17450979,11/6/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,1117,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - BACKING,JENSEN DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,59,0,B - BLACK,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17450979,11/6/2019
29.7612748,-95.36659309,0,11,1,C - POSSIBLE INJURY,0,1648,1,2019,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,SMITH ST,699,2 - WET,No Data,No Data,3 - RAIN,42,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17390741,11/7/2019
29.7612748,-95.36659309,0,11,1,C - POSSIBLE INJURY,0,1648,1,2019,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,SMITH ST,699,2 - WET,No Data,No Data,3 - RAIN,59,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17390741,11/7/2019
No Data,No Data,0,11,0,N - NOT INJURED,0,1125,0,2019,THURSDAY,ONE MOTOR VEHICLE - BACKING,IH0045,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,19,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17390767,11/7/2019
No Data,No Data,0,11,0,N - NOT INJURED,0,1125,0,2019,THURSDAY,ONE MOTOR VEHICLE - BACKING,IH0045,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,No Data,0,99 - UNKNOWN,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17390767,11/7/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,850,1,2019,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,MAIN ST,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,39,0,98 - OTHER,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17399864,11/7/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,850,1,2019,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,MAIN ST,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,31,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17399864,11/7/2019
29.84467478,-95.34493309,0,11,0,A - SUSPECTED SERIOUS INJURY,1,1300,1,2019,THURSDAY,ONE MOTOR VEHICLE - TURNING RIGHT,ALDINE WESTFIELD RD,2601,2 - WET,No Data,No Data,3 - RAIN,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17402990,11/7/2019
29.84467478,-95.34493309,0,11,0,A - SUSPECTED SERIOUS INJURY,1,1300,1,2019,THURSDAY,ONE MOTOR VEHICLE - TURNING RIGHT,ALDINE WESTFIELD RD,2601,2 - WET,No Data,No Data,3 - RAIN,44,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17402990,11/7/2019
29.73044121,-95.42471494,0,11,0,B - SUSPECTED MINOR INJURY,0,840,1,2019,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0069,NO DATA,2 - WET,No Data,120,1 - CLEAR,27,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17393024,11/8/2019
29.73044121,-95.42471494,0,11,0,B - SUSPECTED MINOR INJURY,0,840,1,2019,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0069,NO DATA,2 - WET,No Data,120,1 - CLEAR,47,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17393024,11/8/2019
29.7582348,-95.36524309,0,11,1,C - POSSIBLE INJURY,0,1554,1,2019,FRIDAY,ONE MOTOR VEHICLE - TURNING LEFT,TRAVIS ST,899,1 - DRY,No Data,No Data,1 - CLEAR,44,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17400736,11/8/2019
29.7582348,-95.36524309,0,11,1,C - POSSIBLE INJURY,0,1554,1,2019,FRIDAY,ONE MOTOR VEHICLE - TURNING LEFT,TRAVIS ST,899,1 - DRY,No Data,No Data,1 - CLEAR,40,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17400736,11/8/2019
29.74124115,-95.45461024,0,11,1,C - POSSIBLE INJURY,0,1005,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WESTHEIMER RD,4609,1 - DRY,No Data,No Data,1 - CLEAR,61,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17393851,11/9/2019
29.74124115,-95.45461024,0,11,1,C - POSSIBLE INJURY,0,1005,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WESTHEIMER RD,4609,1 - DRY,No Data,No Data,1 - CLEAR,11,0,W - WHITE,0,2 - PASSENGER/OCCUPANT,6 - SECOND SEAT RIGHT,17393851,11/9/2019
29.74124115,-95.45461024,0,11,1,C - POSSIBLE INJURY,0,1005,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WESTHEIMER RD,4609,1 - DRY,No Data,No Data,1 - CLEAR,38,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17393851,11/9/2019
No Data,No Data,0,11,0,B - SUSPECTED MINOR INJURY,0,1617,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,CULLEN BLVD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,36,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17398375,11/9/2019
No Data,No Data,0,11,0,B - SUSPECTED MINOR INJURY,0,1617,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,CULLEN BLVD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,63,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17398375,11/9/2019
29.7366061,-95.58156714,0,11,0,B - SUSPECTED MINOR INJURY,0,2013,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM1093,NO DATA,1 - DRY,No Data,90,1 - CLEAR,49,0,A - ASIAN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17398976,11/9/2019
29.7366061,-95.58156714,0,11,0,B - SUSPECTED MINOR INJURY,0,2013,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM1093,NO DATA,1 - DRY,No Data,90,1 - CLEAR,33,0,A - ASIAN,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,17398976,11/9/2019
29.7366061,-95.58156714,0,11,0,B - SUSPECTED MINOR INJURY,0,2013,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM1093,NO DATA,1 - DRY,No Data,90,1 - CLEAR,36,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17398976,11/9/2019
29.68190189,-95.56265304,0,11,0,B - SUSPECTED MINOR INJURY,0,2101,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S COURSE DR,8691,1 - DRY,No Data,No Data,1 - CLEAR,12,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17410038,11/9/2019
No Data,No Data,0,11,0,B - SUSPECTED MINOR INJURY,0,1155,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,TL0008,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,66,0,No Data,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17410394,11/9/2019
No Data,No Data,0,11,0,B - SUSPECTED MINOR INJURY,0,1155,1,2019,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,TL0008,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,33,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17410394,11/9/2019
No Data,No Data,0,11,1,A - SUSPECTED SERIOUS INJURY,1,1815,2,2019,SATURDAY,ONE MOTOR VEHICLE - BACKING,WHITTINGTON DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,58,0,98 - OTHER,1,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17412556,11/9/2019
No Data,No Data,0,11,1,A - SUSPECTED SERIOUS INJURY,1,1815,2,2019,SATURDAY,ONE MOTOR VEHICLE - BACKING,WHITTINGTON DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17412556,11/9/2019
29.7577348,-95.37693309,0,11,1,C - POSSIBLE INJURY,0,1852,1,2019,SUNDAY,ONE MOTOR VEHICLE - BACKING,ARTHUR ST,901,1 - DRY,No Data,No Data,1 - CLEAR,28,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17395743,11/10/2019
29.7577348,-95.37693309,0,11,1,C - POSSIBLE INJURY,0,1852,1,2019,SUNDAY,ONE MOTOR VEHICLE - BACKING,ARTHUR ST,901,1 - DRY,No Data,No Data,1 - CLEAR,34,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17395743,11/10/2019
No Data,No Data,0,11,0,A - SUSPECTED SERIOUS INJURY,1,1120,1,2019,SUNDAY,ONE MOTOR VEHICLE - TURNING LEFT,US0059,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,29,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17397230,11/10/2019
No Data,No Data,0,11,0,A - SUSPECTED SERIOUS INJURY,1,1120,1,2019,SUNDAY,ONE MOTOR VEHICLE - TURNING LEFT,US0059,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,20,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17397230,11/10/2019
29.68650651,-95.35471743,0,11,0,B - SUSPECTED MINOR INJURY,0,2012,1,2019,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM0865,7085,1 - DRY,No Data,48,1 - CLEAR,22,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17398736,11/10/2019
29.68650651,-95.35471743,0,11,0,B - SUSPECTED MINOR INJURY,0,2012,1,2019,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM0865,7085,1 - DRY,No Data,48,1 - CLEAR,41,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17398736,11/10/2019
29.73304481,-95.48433306,0,11,3,C - POSSIBLE INJURY,0,100,3,2019,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FOUNTAIN VIEW DR,3100,1 - DRY,No Data,No Data,1 - CLEAR,37,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17405570,11/10/2019
29.73304481,-95.48433306,0,11,3,C - POSSIBLE INJURY,0,100,3,2019,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FOUNTAIN VIEW DR,3100,1 - DRY,No Data,No Data,1 - CLEAR,26,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17405570,11/10/2019
29.73304481,-95.48433306,0,11,3,C - POSSIBLE INJURY,0,100,3,2019,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FOUNTAIN VIEW DR,3100,1 - DRY,No Data,No Data,1 - CLEAR,40,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17405570,11/10/2019
29.73304481,-95.48433306,0,11,3,C - POSSIBLE INJURY,0,100,3,2019,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FOUNTAIN VIEW DR,3100,1 - DRY,No Data,No Data,1 - CLEAR,28,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17405570,11/10/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,1046,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,W GRAY,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,64,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17397170,11/11/2019
No Data,No Data,0,11,1,C - POSSIBLE INJURY,0,1046,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,W GRAY,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,26,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17397170,11/11/2019
29.7601848,-95.35724309,0,11,0,B - SUSPECTED MINOR INJURY,0,738,1,2019,MONDAY,ONE MOTOR VEHICLE - TURNING LEFT,AUSTIN ST,299,1 - DRY,No Data,No Data,1 - CLEAR,47,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17399744,11/11/2019
29.7601848,-95.35724309,0,11,0,B - SUSPECTED MINOR INJURY,0,738,1,2019,MONDAY,ONE MOTOR VEHICLE - TURNING LEFT,AUSTIN ST,299,1 - DRY,No Data,No Data,1 - CLEAR,24,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17399744,11/11/2019
29.75766481,-95.57259304,0,11,0,B - SUSPECTED MINOR INJURY,0,715,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RIVER VIEW DR,11100,1 - DRY,No Data,No Data,2 - CLOUDY,55,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17405138,11/11/2019
29.75766481,-95.57259304,0,11,0,B - SUSPECTED MINOR INJURY,0,715,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RIVER VIEW DR,11100,1 - DRY,No Data,No Data,2 - CLOUDY,9,0,H - HISPANIC,1,3 - PEDALCYCLIST,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17405138,11/11/2019
29.75766481,-95.57259304,0,11,0,B - SUSPECTED MINOR INJURY,0,715,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RIVER VIEW DR,11100,1 - DRY,No Data,No Data,2 - CLOUDY,7,0,B - BLACK,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17405138,11/11/2019
29.68064094,-95.38161748,0,11,0,A - SUSPECTED SERIOUS INJURY,1,249,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0610,NO DATA,1 - DRY,No Data,72,1 - CLEAR,No Data,0,99 - UNKNOWN,0,99 - UNKNOWN,99 - UNKNOWN,17430261,11/11/2019
29.68064094,-95.38161748,0,11,0,A - SUSPECTED SERIOUS INJURY,1,249,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0610,NO DATA,1 - DRY,No Data,72,1 - CLEAR,39,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17430261,11/11/2019
29.77060787,-95.18479542,0,11,1,C - POSSIBLE INJURY,0,1218,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0010,13426,1 - DRY,No Data,120,1 - CLEAR,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17440917,11/11/2019
29.77060787,-95.18479542,0,11,1,C - POSSIBLE INJURY,0,1218,1,2019,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0010,13426,1 - DRY,No Data,120,1 - CLEAR,81,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17440917,11/11/2019
29.73544976,-95.38467427,0,11,0,A - SUSPECTED SERIOUS INJURY,1,314,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SS0527,NO DATA,1 - DRY,No Data,72,2 - CLOUDY,37,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17399285,11/12/2019
29.73544976,-95.38467427,0,11,0,A - SUSPECTED SERIOUS INJURY,1,314,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,SS0527,NO DATA,1 - DRY,No Data,72,2 - CLOUDY,36,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17399285,11/12/2019
29.69044444,-95.55124435,0,11,0,A - SUSPECTED SERIOUS INJURY,1,1740,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,CORPORATE DR,7988,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17400848,11/12/2019
29.69044444,-95.55124435,0,11,0,A - SUSPECTED SERIOUS INJURY,1,1740,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,CORPORATE DR,7988,1 - DRY,No Data,No Data,1 - CLEAR,57,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17400848,11/12/2019
29.71333073,-95.5389878,0,11,0,A - SUSPECTED SERIOUS INJURY,1,2038,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S GESSNER RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,48,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17403046,11/12/2019
29.71333073,-95.5389878,0,11,0,A - SUSPECTED SERIOUS INJURY,1,2038,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S GESSNER RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,48,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17403046,11/12/2019
29.71333073,-95.5389878,0,11,0,A - SUSPECTED SERIOUS INJURY,1,2038,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,S GESSNER RD,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,69,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17403046,11/12/2019
No Data,No Data,0,11,0,B - SUSPECTED MINOR INJURY,0,1340,1,2019,TUESDAY,ONE MOTOR VEHICLE - BACKING,BLACKHAWK BLVD,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,61,0,A - ASIAN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17405977,11/12/2019
No Data,No Data,0,11,0,B - SUSPECTED MINOR INJURY,0,1340,1,2019,TUESDAY,ONE MOTOR VEHICLE - BACKING,BLACKHAWK BLVD,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,81,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17405977,11/12/2019
29.71024481,-95.35634309,0,11,0,B - SUSPECTED MINOR INJURY,0,32,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,N MACGREGOR WAY,3799,2 - WET,No Data,No Data,3 - RAIN,No Data,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17407656,11/12/2019
29.71024481,-95.35634309,0,11,0,B - SUSPECTED MINOR INJURY,0,32,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,N MACGREGOR WAY,3799,2 - WET,No Data,No Data,3 - RAIN,0,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,17407656,11/12/2019
29.71024481,-95.35634309,0,11,0,B - SUSPECTED MINOR INJURY,0,32,1,2019,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,N MACGREGOR WAY,3799,2 - WET,No Data,No Data,3 - RAIN,27,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17407656,11/12/2019
29.71485482,-95.49721306,0,11,0,A - SUSPECTED SERIOUS INJURY,1,800,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,GULFTON DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,39,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17411767,11/13/2019
29.71485482,-95.49721306,0,11,0,A - SUSPECTED SERIOUS INJURY,1,800,1,2019,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,GULFTON DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,53,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17411767,11/13/2019
29.7439761,-95.36378912,0,11,0,B - SUSPECTED MINOR INJURY,0,1445,1,2019,THURSDAY,ONE MOTOR VEHICLE - BACKING,HAMILTON ST,2110,2 - WET,No Data,No Data,3 - RAIN,37,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17403512,11/14/2019
29.7439761,-95.36378912,0,11,0,B - SUSPECTED MINOR INJURY,0,1445,1,2019,THURSDAY,ONE MOTOR VEHICLE - BACKING,HAMILTON ST,2110,2 - WET,No Data,No Data,3 - RAIN,41,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",17403512,11/14/2019
29.71839481,-95.3484631,0,11,0,B - SUSPECTED MINOR INJURY,0,1815,1,2019,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,CULLEN BLVD,NO DATA,2 - WET,No Data,No Data,2 - CLOUDY,21,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,17407261,11/14/2019
